,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
8973,8973,6,1,1,2,0,0,0,0,0,5,6,1,1,-1,0,0,0
4170,4170,3,7,3,2,0,0,1,0,0,19,5,2,1,-1,0,0,0
10034,10034,6,7,1,2,0,0,1,0,0,9,6,1,10,-1,0,0,0
10725,10725,4,4,1,3,0,0,1,0,0,16,6,0,25,-1,0,0,0
18685,18685,6,10,2,2,0,0,1,0,2,31,7,0,5,-1,0,0,0
19489,19489,6,1,1,2,0,0,0,0,2,7,8,5,4,-1,0,0,1
34102,34102,2,3,3,3,0,0,0,0,2,30,4,1,2,-1,0,0,0
23749,23749,3,10,1,2,0,0,0,0,2,28,8,0,10,-1,0,0,0
31955,31955,6,7,1,2,0,0,1,0,2,13,4,2,3,8,2,1,1
25569,25569,4,3,2,3,0,0,1,1,2,19,11,0,1,3,5,1,0
41483,41483,3,3,1,3,0,0,1,0,2,8,9,1,1,3,1,1,0
20952,20952,7,4,1,1,0,0,0,0,2,14,8,1,2,-1,0,0,0
13606,13606,6,7,1,1,0,0,0,1,2,9,7,2,1,-1,0,0,0
832,832,4,7,1,2,0,0,1,0,0,7,5,2,1,-1,0,0,0
23763,23763,4,10,1,2,0,0,1,0,2,28,8,0,16,-1,0,0,0
8492,8492,3,1,3,2,0,0,1,0,0,3,6,0,1,-1,0,0,0
33714,33714,6,3,2,3,0,0,0,0,2,21,4,3,1,-1,0,0,0
13836,13836,3,7,2,2,0,0,1,1,2,10,7,1,1,-1,0,0,0
6761,6761,2,11,1,3,0,0,1,0,0,28,5,1,2,-1,0,0,0
24092,24092,2,5,1,2,0,0,0,0,1,27,10,1,1,-1,0,0,1
10743,10743,8,1,2,1,0,0,0,0,0,16,6,2,2,-1,0,0,0
37265,37265,7,7,1,2,0,0,1,0,2,13,5,3,1,-1,0,0,0
20715,20715,8,4,1,1,0,0,0,0,2,13,8,1,2,-1,0,0,0
3956,3956,5,1,1,0,0,0,1,1,0,16,5,4,2,-1,0,0,0
24865,24865,4,3,1,3,0,0,0,0,2,18,11,0,1,-1,0,0,0
4632,4632,4,7,1,2,0,0,1,1,0,20,5,1,2,-1,0,0,0
15466,15466,3,11,1,2,0,-1,1,0,2,18,7,1,2,-1,0,0,0
28002,28002,5,7,1,0,0,0,1,0,1,28,1,1,2,8,1,3,0
11934,11934,4,11,3,2,0,0,0,0,0,20,6,0,13,-1,0,0,0
43850,43850,5,2,1,2,0,0,1,1,0,1,6,0,1,-1,0,0,0
8471,8471,3,10,3,2,0,0,1,0,0,3,6,3,2,-1,0,0,0
22242,22242,3,3,3,3,0,0,0,0,2,21,8,1,4,-1,0,0,0
28261,28261,7,10,1,3,0,0,1,1,2,29,1,1,1,8,1,1,0
39570,39570,7,0,1,2,0,0,0,0,2,26,5,0,2,-1,0,0,0
11277,11277,6,9,1,1,0,0,0,0,0,18,6,1,2,-1,0,0,0
28197,28197,6,7,1,2,0,0,1,0,2,29,1,9,1,-1,0,0,1
16909,16909,4,4,1,1,1,0,0,0,2,25,7,2,1,-1,0,0,0
17127,17127,4,7,1,2,0,0,0,0,2,25,7,3,6,-1,0,0,0
12076,12076,5,7,1,1,0,0,0,0,0,20,6,0,14,-1,0,0,0
7279,7279,8,11,2,2,0,0,1,0,0,29,5,1,2,-1,0,0,0
39416,39416,5,3,2,0,0,1,0,0,2,22,5,3,1,3,2,2,1
43826,43826,3,11,3,0,0,0,1,0,0,28,5,0,1,-1,0,0,1
19434,19434,6,7,1,1,0,0,0,0,2,6,8,1,4,-1,0,0,0
33296,33296,3,10,3,3,0,0,1,0,2,20,4,1,1,11,1,3,0
22195,22195,7,1,1,3,0,0,0,0,2,21,8,0,4,-1,0,0,0
21553,21553,6,5,1,2,0,0,0,0,2,19,8,1,11,-1,0,0,0
26073,26073,4,4,1,2,0,0,1,0,2,19,11,1,2,5,3,1,0
2782,2782,7,10,1,0,0,0,1,1,0,14,5,1,1,-1,0,0,0
16353,16353,4,10,1,3,0,0,1,1,2,23,7,1,2,-1,0,0,0
33745,33745,4,11,1,2,0,0,0,0,2,22,4,0,3,-1,0,0,0
22711,22711,7,3,3,3,0,0,0,0,2,25,8,0,4,-1,0,0,0
18284,18284,5,8,1,3,0,0,1,0,1,31,7,5,19,-1,0,0,0
18066,18066,7,2,3,2,0,0,0,0,2,30,7,2,3,-1,0,0,0
21929,21929,6,4,1,2,0,0,0,0,2,20,8,0,3,-1,0,0,0
26980,26980,5,5,1,3,0,-1,0,1,2,21,11,0,2,-1,0,0,0
23188,23188,7,11,1,0,0,0,0,0,2,27,8,1,7,-1,0,0,0
14378,14378,7,10,1,2,0,0,0,0,2,14,7,1,3,-1,0,0,0
16202,16202,4,3,3,2,0,0,1,0,2,22,7,2,1,-1,0,0,0
38377,38377,1,1,3,2,0,0,1,1,2,15,5,1,1,-1,0,0,0
38364,38364,2,7,1,1,0,0,1,0,2,15,5,2,2,-1,0,0,0
42048,42048,9,7,1,1,0,0,0,0,2,29,10,3,1,-1,0,0,1
32958,32958,2,7,3,2,0,0,1,0,2,17,4,0,3,-1,0,0,0
41159,41159,5,1,1,2,0,0,0,0,2,19,8,4,1,2,3,2,1
28861,28861,3,7,3,2,0,3,1,0,2,30,1,0,4,8,1,3,0
25560,25560,4,3,1,3,1,-1,1,0,2,19,11,2,1,-1,0,0,0
20050,20050,6,7,1,1,0,1,0,0,2,8,8,2,5,-1,0,0,0
42667,42667,4,1,2,2,0,0,0,0,2,14,1,0,7,3,7,2,0
16807,16807,3,1,1,3,0,0,1,0,2,24,7,1,2,-1,0,0,0
25154,25154,6,3,1,3,0,0,0,0,2,18,11,3,1,-1,0,0,0
42950,42950,7,3,1,3,0,0,0,0,2,8,2,2,8,-1,0,0,1
42536,42536,5,1,3,2,0,0,1,0,2,21,12,0,5,6,17,1,0
3905,3905,6,11,1,2,0,0,1,1,0,16,5,1,1,-1,0,0,0
14594,14594,5,1,1,2,0,-1,1,1,2,15,7,0,4,-1,0,0,0
42598,42598,2,3,3,2,0,0,0,0,2,8,1,1,1,-1,0,0,1
30880,30880,8,3,1,3,0,0,0,0,2,9,2,3,4,-1,0,0,0
38333,38333,4,11,1,2,0,0,1,0,2,15,5,0,1,12,2,1,0
41873,41873,9,7,1,1,0,0,0,0,2,19,10,8,1,-1,0,0,0
33636,33636,4,5,1,3,0,0,1,0,2,20,4,1,3,5,5,3,0
22849,22849,5,3,1,3,0,4,0,0,2,25,8,0,2,-1,0,0,0
19717,19717,3,10,1,3,0,0,0,0,2,7,8,0,5,-1,0,0,0
20352,20352,3,10,3,3,0,0,0,0,2,11,8,4,5,-1,0,0,0
19731,19731,7,4,1,1,0,0,0,0,2,7,8,2,3,-1,0,0,0
42394,42394,5,0,3,0,0,3,0,0,2,2,12,1,2,-1,0,0,0
21652,21652,7,10,2,3,0,0,0,0,2,19,8,0,2,-1,0,0,0
36982,36982,6,11,1,2,0,0,1,1,2,13,5,3,4,-1,0,0,0
21973,21973,7,7,1,2,0,0,1,0,2,20,8,2,2,-1,0,0,0
28302,28302,4,1,2,2,0,0,0,0,2,29,1,0,1,-1,0,0,0
14610,14610,3,10,1,3,0,-1,1,1,2,15,7,0,3,-1,0,0,0
2801,2801,5,10,1,2,0,0,1,0,0,14,5,1,1,-1,0,0,0
25624,25624,3,3,3,3,0,0,0,0,2,19,11,4,1,-1,0,0,0
4789,4789,4,3,3,3,0,0,1,1,0,21,5,1,1,-1,0,0,0
6416,6416,5,7,1,2,0,0,1,0,0,27,5,1,1,-1,0,0,0
40635,40635,1,6,3,2,0,0,0,0,2,5,8,3,1,-1,0,0,1
40203,40203,6,1,1,3,0,1,0,0,2,8,6,1,3,-1,0,0,1
5216,5216,4,11,1,1,0,0,1,0,0,23,5,1,2,-1,0,0,0
4158,4158,5,11,3,2,0,0,1,0,0,19,5,0,1,-1,0,0,0
10671,10671,7,5,2,3,0,0,1,0,0,16,6,1,7,-1,0,0,0
38602,38602,3,7,1,2,0,-1,1,0,2,15,5,1,5,-1,0,0,0
18629,18629,5,3,3,3,0,0,0,0,2,31,7,1,5,-1,0,0,0
37252,37252,4,7,3,2,0,0,0,0,2,13,5,2,1,-1,0,0,0
22258,22258,6,10,2,2,0,0,0,0,2,21,8,3,3,-1,0,0,0
17318,17318,3,11,1,2,0,-1,1,0,2,28,7,2,2,-1,0,0,0
3108,3108,5,7,1,1,0,-1,1,0,0,14,5,1,4,-1,0,0,0
24203,24203,6,3,1,3,0,0,0,0,2,17,11,2,1,5,1,1,0
9102,9102,8,7,1,0,0,0,0,0,0,5,6,1,1,-1,0,0,0
27248,27248,7,7,1,1,0,0,0,0,1,21,11,1,3,-1,0,0,0
20970,20970,7,7,1,2,0,0,0,1,2,14,8,3,4,-1,0,0,0
17514,17514,3,7,1,2,0,0,1,0,2,29,7,0,7,-1,0,0,0
43468,43468,6,7,3,1,0,0,0,0,0,13,4,1,1,-1,0,0,1
6227,6227,2,11,3,3,0,0,1,0,0,27,5,2,2,-1,0,0,0
23148,23148,5,3,3,3,0,0,0,0,2,26,8,0,7,-1,0,0,0
2248,2248,4,3,1,3,0,0,1,0,0,12,5,1,2,-1,0,0,0
32584,32584,1,7,1,2,0,0,1,1,2,17,4,3,1,-1,0,0,0
37921,37921,5,11,3,2,0,0,1,0,2,14,5,0,7,5,1,3,0
12527,12527,7,2,1,3,0,0,0,1,0,3,7,1,1,-1,0,0,0
9143,9143,6,7,1,2,0,0,0,0,0,5,6,6,2,-1,0,0,1
26763,26763,6,2,1,3,0,0,1,1,2,20,11,2,1,-1,0,0,0
10679,10679,4,1,3,2,0,0,0,0,0,16,6,2,4,-1,0,0,0
320,320,7,7,1,2,0,0,1,0,0,5,5,1,2,-1,0,0,0
34056,34056,8,3,1,3,0,0,0,0,2,30,4,1,1,-1,0,0,0
5153,5153,4,7,3,1,0,0,1,0,0,21,5,1,2,-1,0,0,0
12323,12323,3,10,1,3,0,0,1,1,0,26,6,5,3,-1,0,0,1
42669,42669,3,11,3,2,0,0,0,0,2,14,1,2,2,9,1,2,1
22850,22850,5,10,3,2,0,0,0,0,2,25,8,0,7,-1,0,0,0
33531,33531,3,7,1,1,0,0,1,0,2,20,4,0,2,10,4,1,0
43438,43438,7,10,1,3,0,0,0,1,2,12,4,2,1,8,6,1,0
34,34,7,3,1,3,0,2,1,0,0,5,5,2,1,-1,0,0,0
39068,39068,1,11,1,2,0,0,1,1,2,18,5,1,2,-1,0,0,0
36103,36103,4,7,2,1,0,0,1,0,1,11,5,0,1,-1,0,0,0
41893,41893,9,3,1,2,0,0,0,0,1,19,10,14,3,2,3,1,0
8842,8842,8,3,1,1,0,-1,1,0,0,4,6,2,1,-1,0,0,0
1504,1504,8,3,1,3,0,0,1,0,0,8,5,0,2,-1,0,0,0
25432,25432,3,8,3,2,0,0,1,0,2,18,11,1,1,-1,0,0,0
6292,6292,3,1,3,2,0,-1,1,1,0,27,5,1,5,-1,0,0,0
8898,8898,4,7,1,2,0,0,1,0,0,4,6,1,9,-1,0,0,0
5587,5587,4,7,1,1,0,0,1,0,0,23,5,2,3,-1,0,0,0
25460,25460,5,1,1,2,0,0,0,0,2,19,11,1,3,-1,0,0,0
7986,7986,6,1,2,2,0,0,1,0,0,2,6,1,1,-1,0,0,0
14765,14765,6,4,1,1,0,0,0,0,1,16,7,0,8,-1,0,0,0
2925,2925,5,10,1,2,0,0,1,0,0,14,5,6,1,-1,0,0,0
22582,22582,3,11,1,2,0,0,0,0,2,22,8,1,5,-1,0,0,0
13869,13869,3,1,2,2,0,0,0,0,2,10,7,2,1,-1,0,0,0
7296,7296,6,11,1,1,0,1,1,0,0,29,5,3,2,-1,0,0,0
16392,16392,8,11,2,2,0,0,0,0,2,23,7,2,3,-1,0,0,0
25397,25397,3,7,3,2,0,0,1,0,2,18,11,3,3,-1,0,0,0
36191,36191,5,11,1,0,0,0,1,0,2,11,5,0,1,11,2,1,0
44589,44589,1,6,3,2,0,0,0,0,0,20,8,0,1,-1,0,0,0
2783,2783,7,3,1,3,0,0,0,0,0,14,5,1,1,-1,0,0,0
22600,22600,7,11,3,2,0,0,0,0,1,22,8,0,11,-1,0,0,0
16423,16423,5,1,1,2,0,-1,1,1,2,23,7,1,1,-1,0,0,0
38636,38636,2,5,1,2,0,0,1,0,2,15,5,0,3,12,2,1,0
14831,14831,6,10,3,2,0,-1,0,0,2,16,7,1,1,-1,0,0,0
2746,2746,6,7,1,1,0,0,1,0,0,14,5,1,3,-1,0,0,0
5849,5849,3,3,1,3,0,0,1,0,0,26,5,0,4,-1,0,0,0
1709,1709,3,7,1,2,0,0,1,0,0,9,5,0,1,-1,0,0,0
22714,22714,9,9,1,3,0,0,0,0,2,25,8,0,3,-1,0,0,0
14783,14783,8,7,1,1,0,0,0,0,1,16,7,0,1,-1,0,0,0
34346,34346,3,3,3,3,0,2,1,0,1,4,5,4,4,2,2,2,1
43164,43164,3,3,3,3,0,1,0,0,2,26,2,3,1,6,3,2,1
44109,44109,12,9,2,0,0,0,0,0,1,8,7,1,7,15,2,1,0
28015,28015,5,10,1,2,0,0,0,0,2,28,1,1,1,6,6,1,0
2902,2902,7,9,1,2,0,0,1,0,0,14,5,1,1,-1,0,0,0
31394,31394,6,3,1,3,0,2,0,0,2,24,3,2,3,-1,0,0,1
12544,12544,8,2,1,2,0,0,0,0,0,3,7,0,1,-1,0,0,0
38277,38277,3,7,3,1,0,0,1,0,2,15,5,1,1,11,4,3,0
12906,12906,7,10,1,0,0,0,0,0,2,7,7,3,5,-1,0,0,0
27417,27417,8,2,1,1,0,0,0,0,1,21,11,1,1,-1,0,0,0
4757,4757,9,7,1,1,0,0,1,0,0,20,5,2,4,-1,0,0,0
3131,3131,6,7,1,2,0,0,1,0,0,14,5,0,2,-1,0,0,0
28531,28531,3,10,1,3,0,0,0,0,2,29,1,1,2,-1,0,0,0
18429,18429,5,7,1,1,0,0,1,0,2,31,7,0,2,-1,0,0,0
44681,44681,8,0,1,1,0,0,0,0,0,4,9,0,1,-1,0,0,0
31493,31493,7,11,1,2,0,0,0,0,1,1,4,0,3,-1,0,0,0
14894,14894,6,4,1,1,0,-1,1,0,2,16,7,1,2,-1,0,0,0
30067,30067,6,8,2,3,0,0,0,0,2,4,2,2,3,-1,0,0,0
28130,28130,3,7,1,2,0,0,1,0,1,29,1,0,1,8,2,1,0
9117,9117,7,5,1,3,0,2,0,0,0,5,6,1,1,-1,0,0,0
34713,34713,8,3,1,3,0,0,1,0,1,5,5,2,2,-1,0,0,0
22906,22906,7,11,1,2,0,0,0,0,2,25,8,0,6,-1,0,0,0
36361,36361,8,9,2,3,0,0,1,0,2,11,5,6,2,-1,0,0,0
13336,13336,5,7,1,2,0,0,0,1,2,8,7,1,2,-1,0,0,0
14877,14877,2,1,3,2,0,0,0,1,2,16,7,3,2,-1,0,0,0
43072,43072,4,2,1,2,0,0,1,0,0,19,2,1,1,-1,0,0,0
18060,18060,2,7,3,3,0,2,1,0,2,30,7,3,3,-1,0,0,0
25905,25905,4,8,1,3,0,3,1,0,2,19,11,1,1,5,3,1,0
21581,21581,3,3,1,3,0,0,0,0,2,19,8,1,2,-1,0,0,0
4227,4227,6,7,1,1,0,0,1,1,0,19,5,2,1,-1,0,0,0
18461,18461,4,10,2,3,0,0,1,0,2,31,7,1,4,-1,0,0,0
34166,34166,2,11,3,1,0,0,0,0,2,30,4,1,1,-1,0,0,0
40798,40798,5,10,1,0,0,0,0,0,2,11,8,1,1,3,1,2,0
16270,16270,7,3,1,3,0,0,0,1,0,23,7,0,1,-1,0,0,0
1216,1216,3,1,3,2,0,0,1,0,0,8,5,0,1,-1,0,0,0
31515,31515,1,6,3,2,0,0,1,0,2,2,4,1,1,-1,0,0,0
7948,7948,4,3,1,2,0,0,1,0,0,30,5,2,3,-1,0,0,0
1965,1965,2,10,1,2,0,0,1,0,0,9,5,1,2,-1,0,0,0
41822,41822,13,9,1,2,0,0,0,0,1,15,10,3,1,-1,0,0,0
8958,8958,3,1,3,2,0,0,1,0,0,4,6,1,1,-1,0,0,0
7813,7813,4,3,3,3,0,0,1,0,0,30,5,2,4,-1,0,0,0
32518,32518,5,1,1,2,0,0,1,0,2,17,4,0,2,-1,0,0,0
10839,10839,9,9,3,3,0,0,0,0,0,17,6,0,1,-1,0,0,0
43819,43819,9,2,1,2,0,0,0,0,2,27,5,1,3,9,4,2,1
23468,23468,7,7,1,1,0,-1,0,0,2,28,8,0,8,-1,0,0,0
15927,15927,6,10,1,2,0,-1,0,1,2,22,7,2,1,-1,0,0,0
44193,44193,9,7,1,2,0,0,0,0,2,15,7,3,2,6,5,2,1
43022,43022,4,7,2,2,0,0,0,0,2,12,2,3,1,6,1,2,0
1576,1576,3,1,1,3,0,0,1,0,0,8,5,1,4,-1,0,0,0
16608,16608,4,7,3,1,1,-1,1,0,2,24,7,1,2,-1,0,0,0
696,696,5,1,1,2,0,0,1,0,0,6,5,0,3,-1,0,0,0
23640,23640,3,3,3,3,0,0,0,0,2,28,8,0,16,-1,0,0,0
21470,21470,3,4,1,1,0,0,0,1,2,18,8,2,10,-1,0,0,0
8581,8581,5,11,1,2,0,0,1,1,0,3,6,1,1,-1,0,0,0
43516,43516,2,6,3,0,0,0,0,0,1,21,4,5,2,-1,0,0,1
43241,43241,4,6,3,0,0,0,0,0,2,8,3,1,3,6,6,2,0
23083,23083,4,3,1,3,0,0,0,0,2,26,8,1,6,-1,0,0,0
34734,34734,6,3,1,3,0,0,1,0,2,6,5,0,4,12,2,1,0
34345,34345,5,1,1,2,0,0,1,0,2,4,5,1,4,-1,0,0,0
16084,16084,2,6,3,2,0,0,0,0,2,22,7,1,1,-1,0,0,0
6495,6495,6,10,2,2,0,-1,1,1,0,27,5,4,3,-1,0,0,0
39009,39009,8,7,1,2,0,0,1,0,2,18,5,4,1,-1,0,0,1
5011,5011,2,2,1,2,0,0,1,0,0,21,5,3,1,-1,0,0,0
15192,15192,3,10,3,3,0,0,0,0,2,17,7,5,3,-1,0,0,1
17297,17297,8,10,2,2,0,0,1,0,2,28,7,1,2,-1,0,0,0
33831,33831,3,10,1,0,0,0,0,0,2,27,4,0,1,-1,0,0,0
41028,41028,3,3,1,3,0,0,1,1,2,13,8,1,1,-1,0,0,0
4385,4385,6,10,3,2,0,0,0,0,0,20,5,1,5,-1,0,0,0
26399,26399,4,3,1,3,0,1,0,0,2,20,11,6,2,-1,0,0,0
38021,38021,4,10,1,2,0,-1,0,0,2,14,5,1,3,-1,0,0,0
32049,32049,7,4,1,0,0,0,0,0,2,14,4,0,5,4,3,3,0
41570,41570,4,3,1,3,0,0,0,0,2,14,9,1,1,-1,0,0,0
40247,40247,3,10,1,3,0,0,1,0,2,15,6,3,1,1,1,3,1
15512,15512,3,1,2,2,0,-1,0,1,2,18,7,11,4,-1,0,0,1
41034,41034,8,9,1,2,0,0,0,0,2,14,8,1,2,1,2,1,0
38681,38681,3,11,3,2,0,0,1,0,2,15,5,0,2,-1,0,0,0
41261,41261,1,6,3,2,0,1,0,0,2,25,8,1,2,-1,0,0,0
18938,18938,6,7,1,2,0,0,0,1,2,4,8,2,1,-1,0,0,0
23966,23966,4,3,2,2,0,0,0,0,2,29,8,0,14,-1,0,0,0
13366,13366,5,1,1,2,0,0,1,0,2,8,7,8,1,-1,0,0,0
15970,15970,2,10,3,2,0,0,0,1,2,22,7,1,2,-1,0,0,0
24430,24430,4,10,1,2,0,0,1,1,2,17,11,0,1,-1,0,0,0
16988,16988,5,7,1,2,0,0,0,0,2,25,7,0,2,-1,0,0,0
18804,18804,5,1,2,2,0,0,0,0,2,31,7,0,10,-1,0,0,0
12297,12297,5,8,1,3,0,-1,0,1,0,25,6,2,1,-1,0,0,0
10336,10336,6,4,2,1,0,0,0,0,0,12,6,0,1,-1,0,0,0
37044,37044,4,10,3,2,0,0,1,0,2,13,5,0,1,11,8,1,0
34617,34617,5,7,3,1,0,0,1,0,2,5,5,1,4,-1,0,0,0
34531,34531,3,8,1,3,0,0,1,0,2,5,5,0,1,5,1,1,0
14736,14736,3,10,3,2,0,-1,1,0,2,15,7,1,6,-1,0,0,0
35921,35921,5,3,1,2,0,0,1,0,1,8,5,0,3,10,1,1,0
11148,11148,6,1,3,2,0,0,1,1,0,18,6,4,3,-1,0,0,0
2741,2741,6,7,1,1,0,1,0,0,0,14,5,1,3,-1,0,0,0
21025,21025,9,11,1,2,0,0,0,0,2,14,8,1,2,-1,0,0,0
39927,39927,5,7,1,2,0,0,1,0,2,2,6,1,1,-1,0,0,0
44656,44656,9,0,1,2,0,0,0,0,1,2,9,1,1,6,7,1,0
29262,29262,4,10,1,2,0,0,1,0,2,2,2,2,2,8,3,1,0
2260,2260,3,1,1,2,0,0,1,1,0,12,5,14,5,-1,0,0,0
5135,5135,3,1,3,2,0,0,1,0,0,21,5,1,2,-1,0,0,0
10068,10068,6,10,1,2,0,0,1,0,0,11,6,2,10,-1,0,0,0
43645,43645,9,4,1,1,0,0,0,0,2,6,5,1,1,0,10,1,0
10951,10951,8,9,1,2,0,0,0,0,0,17,6,9,2,-1,0,0,0
36357,36357,7,5,1,2,0,0,1,0,2,11,5,1,2,-1,0,0,0
13999,13999,3,7,3,2,0,0,1,1,2,10,7,1,3,-1,0,0,0
19151,19151,6,7,1,1,0,0,0,0,2,5,8,1,1,-1,0,0,0
32007,32007,3,7,1,1,0,-1,1,0,2,13,4,1,4,-1,0,0,0
20392,20392,3,10,3,2,0,0,0,0,2,11,8,12,2,-1,0,0,0
28413,28413,8,3,3,2,0,0,1,1,2,29,1,1,2,8,5,1,0
5882,5882,3,10,2,2,0,0,1,0,0,26,5,1,3,-1,0,0,0
44545,44545,2,6,3,0,0,0,0,0,2,12,8,1,1,17,1,1,0
5181,5181,3,7,3,2,0,0,1,1,0,21,5,1,7,-1,0,0,0
31646,31646,5,3,1,2,0,1,1,0,2,6,4,1,1,8,16,1,0
9868,9868,6,7,1,2,0,-1,0,0,0,9,6,1,2,-1,0,0,0
33199,33199,4,1,3,2,0,0,1,0,2,20,4,0,1,-1,0,0,0
2124,2124,4,10,1,2,0,0,1,1,0,12,5,1,1,-1,0,0,0
13041,13041,7,3,1,2,0,0,0,1,1,8,7,1,1,-1,0,0,0
17579,17579,5,11,1,0,0,0,0,0,2,29,7,5,2,-1,0,0,1
34360,34360,7,3,2,3,0,0,0,0,2,4,5,4,2,2,3,2,0
16952,16952,6,7,1,2,0,0,1,0,2,25,7,0,1,-1,0,0,0
23924,23924,3,10,3,2,0,0,0,0,1,29,8,0,2,-1,0,0,0
6000,6000,2,8,1,2,0,-1,1,0,0,26,5,1,2,-1,0,0,0
41686,41686,4,3,1,3,0,0,0,0,2,2,10,0,2,-1,0,0,0
9389,9389,4,7,1,0,0,0,0,1,0,6,6,3,2,-1,0,0,1
14540,14540,3,11,1,2,0,0,1,0,2,15,7,2,3,-1,0,0,0
1845,1845,4,11,1,0,0,-1,1,0,0,9,5,0,2,-1,0,0,0
13461,13461,5,1,1,2,0,0,1,1,2,9,7,1,1,-1,0,0,0
17228,17228,5,11,1,2,0,-1,1,0,2,28,7,6,7,-1,0,0,1
33046,33046,3,10,3,2,0,0,0,0,1,17,4,2,3,-1,0,0,0
15471,15471,3,5,1,3,0,0,1,1,2,18,7,1,10,-1,0,0,0
7622,7622,2,3,1,3,0,0,1,0,0,30,5,1,1,-1,0,0,0
21324,21324,3,10,3,2,0,0,0,0,2,18,8,0,2,-1,0,0,0
1116,1116,7,7,1,1,1,0,1,0,0,7,5,1,2,-1,0,0,0
41653,41653,7,1,1,2,0,0,0,0,1,30,9,3,1,4,1,2,0
43512,43512,1,1,3,2,0,0,0,0,2,21,4,3,1,-1,0,0,1
22005,22005,3,10,3,2,0,0,0,0,2,20,8,1,1,-1,0,0,0
39053,39053,4,7,3,1,0,-1,1,0,2,18,5,1,1,-1,0,0,0
33426,33426,3,3,3,3,0,0,1,0,2,20,4,0,4,-1,0,0,0
39848,39848,3,3,2,3,0,0,0,0,2,2,6,1,1,9,5,3,0
6266,6266,5,1,2,2,0,-1,1,0,0,27,5,5,2,-1,0,0,0
10728,10728,3,8,1,3,0,0,0,0,0,16,6,1,6,-1,0,0,0
42272,42272,12,9,2,2,0,0,0,0,1,13,11,1,1,-1,0,0,0
32247,32247,7,7,1,2,0,0,1,0,2,16,4,0,3,9,1,1,0
27078,27078,6,10,1,3,0,0,1,0,2,21,11,1,1,-1,0,0,0
27430,27430,3,4,3,3,0,4,1,0,2,21,11,0,2,-1,0,0,0
40554,40554,2,6,3,3,0,2,0,0,2,8,7,3,3,2,2,2,0
1918,1918,3,11,1,2,0,0,1,1,0,9,5,1,2,-1,0,0,0
34120,34120,3,6,3,2,0,0,0,0,1,30,4,0,1,-1,0,0,0
37758,37758,3,3,1,3,0,0,1,0,2,14,5,1,1,-1,0,0,0
16309,16309,3,7,1,2,0,0,0,0,1,23,7,0,1,-1,0,0,0
20141,20141,4,10,1,2,0,-1,0,1,2,11,8,1,2,-1,0,0,0
25788,25788,3,10,3,2,0,1,1,0,2,19,11,4,2,-1,0,0,0
24739,24739,5,8,1,3,0,0,1,1,2,18,11,0,1,6,1,1,0
26909,26909,6,4,1,3,0,0,0,0,2,21,11,2,3,5,1,1,0
25989,25989,7,7,3,2,0,0,1,1,2,19,11,0,2,4,3,1,0
41606,41606,2,3,3,3,0,0,0,0,2,18,9,2,2,3,2,1,1
922,922,4,8,1,3,0,0,1,0,0,7,5,3,2,-1,0,0,0
43323,43323,7,11,2,2,0,0,0,0,2,18,3,3,1,9,3,2,1
39216,39216,3,10,3,3,0,-1,1,0,2,18,5,2,2,11,1,1,0
17650,17650,5,5,1,2,0,0,0,0,2,29,7,3,2,-1,0,0,0
25944,25944,6,8,1,2,0,0,1,1,2,19,11,0,1,-1,0,0,0
34339,34339,8,9,1,1,0,1,0,0,2,4,5,5,2,-1,0,0,1
4436,4436,7,11,1,1,0,0,1,0,0,20,5,1,2,-1,0,0,0
7215,7215,4,10,3,3,0,0,1,0,0,29,5,1,1,-1,0,0,0
31942,31942,4,5,1,3,0,1,1,0,2,9,4,2,2,4,2,1,0
20074,20074,3,1,1,3,0,0,0,0,2,11,8,1,3,-1,0,0,0
13474,13474,6,7,1,2,0,0,0,1,2,9,7,5,1,-1,0,0,1
21793,21793,3,3,3,3,0,0,0,0,2,20,8,0,5,-1,0,0,0
37258,37258,2,1,3,2,0,0,1,0,2,13,5,3,2,-1,0,0,0
6872,6872,5,3,1,3,0,0,1,0,0,28,5,1,2,-1,0,0,0
45086,45086,4,3,1,3,0,0,1,0,2,22,10,1,1,3,1,2,1
35446,35446,4,7,1,1,0,0,1,0,2,7,5,0,4,11,1,1,0
13302,13302,2,10,1,2,0,0,0,1,2,8,7,8,4,-1,0,0,1
7664,7664,4,7,2,2,0,0,1,0,0,30,5,1,2,-1,0,0,0
12179,12179,5,3,1,1,0,0,0,0,0,20,6,1,4,-1,0,0,0
0,0,8,3,1,3,0,0,1,0,0,5,5,2,1,-1,0,0,0
12706,12706,4,2,3,1,0,0,1,0,1,7,7,0,6,-1,0,0,0
36578,36578,3,7,1,2,0,-1,1,0,2,12,5,1,1,-1,0,0,0
37245,37245,2,10,3,3,0,0,1,1,2,13,5,0,1,11,1,1,0
25580,25580,3,7,2,2,0,0,1,0,2,19,11,0,1,5,1,3,0
1620,1620,7,8,3,3,0,0,1,1,0,9,5,1,5,-1,0,0,0
1219,1219,6,1,3,2,0,0,1,0,0,8,5,2,1,-1,0,0,0
4669,4669,4,3,3,3,0,0,1,0,0,20,5,0,1,-1,0,0,0
35596,35596,7,7,1,0,0,0,1,0,1,7,5,0,4,-1,0,0,0
15563,15563,2,5,1,0,0,0,1,1,2,21,7,1,4,-1,0,0,0
